141.095278	39.926389
141.116667	39.388611
141.126583	38.934722
141.885556	39.275833
141.113056	39.286667
141.775278	40.190278
141.957222	39.641389
141.150000	39.683333
141.304722	40.271111
141.708333	39.082222
141.138889	39.144444
141.629444	39.015278
141.076944	39.734722
141.533611	39.327500
141.116111	39.195556
141.436389	40.039722
140.975556	39.696111
141.906389	39.359722
141.575833	39.141944
141.718056	40.408611
141.460556	40.326667
141.418889	40.211389
141.818056	40.110000
141.295278	40.213056
141.114167	38.986667
141.886111	40.005278
141.796667	39.843056
141.888889	39.930278
141.948889	39.467500
141.167778	39.554722
141.143056	39.605833
140.779167	39.317778
